sample_id,text,intent,retrieval_similarity,historical_evidence,generated_reply
111,@SpotifyCares Apparently there is no contact form anymore. How do i get my issues fixed!,GENERAL_OTHER,0.28325172117238867,"[{'customer_message': '@SpotifyCares How do I get my account back?', 'spotify_reply': '@197359 Hey! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NQ', 'customer_tweet_id': np.int64(340615), 'spotify_reply_id': np.int64(340613), 'similarity': 0.28325172117238867}, {'customer_message': '@115888 Apparently there is no customer support unless you have an account', 'spotify_reply': ""@683867 Hey Diana, help's here! Can you DM us any email addresses you have? We'll check things out /KC https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2369719), 'spotify_reply_id': np.int64(2369718), 'similarity': 0.2799025005625388}, {'customer_message': '@115888 how do I get account support?', 'spotify_reply': ""@236079 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG"", 'customer_tweet_id': np.int64(506019), 'spotify_reply_id': np.int64(506018), 'similarity': 0.24879477649960458}]",We're here to help! Please send us a DM with more details about the issues you're experiencing.
114,@SpotifyCares is there any Siri integration with Spotify?,GENERAL_OTHER,0.3786915440595148,"[{'customer_message': ""@115888  Please add Siri integration to the app or I'm moving to @115948 ."", 'spotify_reply': '@252777 Hey, we hear you. Rest assured, your feedback will be passed on to the right folks /NQ', 'customer_tweet_id': np.int64(566362), 'spotify_reply_id': np.int64(566361), 'similarity': 0.3786915440595148}, {'customer_message': '@116130 why no integration with iOS11? 🤷🏼\u200d♂️', 'spotify_reply': ""@172966 Hi Will! The app works with iOS 11. Can you let us know what's happening exactly? We'll see what we can suggest /MU"", 'customer_tweet_id': np.int64(239821), 'spotify_reply_id': np.int64(239820), 'similarity': 0.3712022255295675}, {'customer_message': '@SpotifyCares Is there any expected date..?', 'spotify_reply': ""@486276 We're afraid we don't have info about that right now. Don't worry, we're launching regularly in countries around the world /LO"", 'customer_tweet_id': np.int64(2459281), 'spotify_reply_id': np.int64(2459283), 'similarity': 0.36736753655466947}]",We hear you! We'll pass your feedback on to the right team.
118,why The suburbs by @10789 is not available in @115888 :( ?,MUSIC_CONTENT_AVAILABILITY,0.4868123942934143,"[{'customer_message': 'Why does Usher’s separated is not available in @115888? 😭', 'spotify_reply': ""@565632 Hey Eunice! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RS"", 'customer_tweet_id': np.int64(1897840), 'spotify_reply_id': np.int64(1897839), 'similarity': 0.4868123942934143}, {'customer_message': 'When will the suburbs return to @115888, @10789 😡', 'spotify_reply': ""@550550 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa 🙂 /JI"", 'customer_tweet_id': np.int64(1835926), 'spotify_reply_id': np.int64(1835925), 'similarity': 0.478936739447929}, {'customer_message': 'Where TF are @10789\'s ""The Suburbs"" and ""Reflektor"", @115888 @6443 ?!?!?!', 'spotify_reply': '@683447 Hi there. We’d love to have all of their music available, but we have some info about content here: https://t.co/0i8GpimuDa /JU', 'customer_tweet_id': np.int64(2368051), 'spotify_reply_id': np.int64(2368050), 'similarity': 0.43688219423374053}]","We'd love to have all music available, but content varies. You can find more info about content here: https://t.co/0i8GpimuDa"
123,@SpotifyCares Ok thanks! I voted to please build an app for it! I may have to switch to Apple music otherwise so I can run with playlists,FEATURE_REQUEST,0.3378080186127575,"[{'customer_message': ""@115888 @SpotifyCares will you build an app to play music on Apple Watch 3? Pls don't drop the ball. Don't want to switch to Apple Music."", 'spotify_reply': ""@540758 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /AR"", 'customer_tweet_id': np.int64(1799712), 'spotify_reply_id': np.int64(1799711), 'similarity': 0.3378080186127575}, {'customer_message': '@SpotifyCares Ok. Thanks', 'spotify_reply': ""@551943 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /RE"", 'customer_tweet_id': np.int64(1841810), 'spotify_reply_id': np.int64(1841811), 'similarity': 0.3153626694543582}, {'customer_message': '@SpotifyCares Ok thanks', 'spotify_reply': '@797222 No worries! Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /RS', 'customer_tweet_id': np.int64(2871141), 'spotify_reply_id': np.int64(2871142), 'similarity': 0.3153626694543582}]",Thanks for letting us know! We appreciate you taking the time to vote for this idea.
129,@SpotifyCares I did. There's a plethora of users having problems with you app in Windows 10 Phone. Check the comments. Thanks you.,GENERAL_OTHER,0.26941654419921035,"[{'customer_message': '@SpotifyCares I did. Thanks', 'spotify_reply': ""@558541 Awesome! We've just responded to your DM. Let's continue chatting there /WW"", 'customer_tweet_id': np.int64(1870136), 'spotify_reply_id': np.int64(1870137), 'similarity': 0.26941654419921035}, {'customer_message': '@SpotifyCares thanks you ... @818534', 'spotify_reply': ""@818533 You're welcome! If you need anything else, just give us a shout /RA"", 'customer_tweet_id': np.int64(2967101), 'spotify_reply_id': np.int64(2967103), 'similarity': 0.2642878798199833}, {'customer_message': '@SpotifyCares having problems with my account! Can you help a bih out?!?! 😘', 'spotify_reply': ""@597767 Hey! We'd be happy to help out. What's happening exactly? Can you DM us your account's email address or username? /NQ https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2021272), 'spotify_reply_id': np.int64(2021271), 'similarity': 0.263688742020155}]",Thanks for reaching out. We're sorry to hear you're having trouble with the app on your Windows 10 Phone. Could you please send us a DM with more details about the issues you're experiencing?
130,@SpotifyCares hellow I need some help with this i cant connect with the facebook app https://t.co/gzAygdZrEV,GENERAL_OTHER,0.4324074534436054,"[{'customer_message': '@SpotifyCares I need some help with my account.......', 'spotify_reply': '@436847 Hey Russ! How can we help you today? /DB', 'customer_tweet_id': np.int64(1359013), 'spotify_reply_id': np.int64(1359012), 'similarity': 0.4324074534436054}, {'customer_message': '@SpotifyCares Need some help', 'spotify_reply': ""@626614 Hey Michelle, help's here! What’s happening exactly? Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2128540), 'spotify_reply_id': np.int64(2128539), 'similarity': 0.3901261328494582}, {'customer_message': '@spotifycares hey I need some help with my account', 'spotify_reply': ""@772768 Hi there, we'd be glad to lend a hand! What's going on exactly? Could you also DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2762191), 'spotify_reply_id': np.int64(2762190), 'similarity': 0.38669625319832496}]",Hey there! We'd be glad to help. Can you tell us more about what's happening when you try to connect with the Facebook app?
133,"@117153 Good evening, folks changed my premium plan for family plan. My wife received an invitation but nothing happens.",FAMILY_STUDENT_PLANS,0.2420079743387354,"[{'customer_message': 'Hey @spotifycares - if I get the family plan, my premium plan will automatically be canceled? i.e I will pay only 14.99. Thanks!', 'spotify_reply': ""@482638 Hey there! Can you DM us your account's username or email address? We'll check behind the scenes /MC https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1562698), 'spotify_reply_id': np.int64(1562697), 'similarity': 0.2420079743387354}, {'customer_message': ""@SpotifyCares Hi there! We have a family premium plan. My son signed up ok, but my wife can't seem to make it work. Can you help?"", 'spotify_reply': ""@575208 Hi there! Can you DM us your accounts' email addresses? We'll help out /ST https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1933000), 'spotify_reply_id': np.int64(1932999), 'similarity': 0.23332497056902685}, {'customer_message': ""@115888 why can't I update my premium plan..."", 'spotify_reply': ""@278755 Hi there! We've just sent a DM your way. Let's carry on chatting there /FR"", 'customer_tweet_id': np.int64(666363), 'spotify_reply_id': np.int64(666362), 'similarity': 0.23319388488762494}]",Hi there! Can you send us a DM with your account's email address? We'll take a look.
134,@SpotifyCares I’ve sent you a message and you’re not still responding,GENERAL_OTHER,0.476736197161478,"[{'customer_message': ""@SpotifyCares I've sent you a DM"", 'spotify_reply': ""@127970 We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG"", 'customer_tweet_id': np.int64(53122), 'spotify_reply_id': np.int64(53121), 'similarity': 0.476736197161478}, {'customer_message': '@SpotifyCares Hi. I sent you a message.', 'spotify_reply': ""@256082 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /TC"", 'customer_tweet_id': np.int64(578115), 'spotify_reply_id': np.int64(578113), 'similarity': 0.44436152900854786}, {'customer_message': ""@115888 I've sent a message"", 'spotify_reply': ""@267850 Hi, we've just replied to your DM. We'll carry on chatting there /SY"", 'customer_tweet_id': np.int64(2893), 'spotify_reply_id': np.int64(622870), 'similarity': 0.32822991764672865}]",We've just replied to your DM. We'll carry on chatting there.
147,Hi @SpotifyCares My wife’s account appears to have stopped working. She can’t log in at all. Can you advise how we can check it’s active?,ACCOUNT_LOGIN_SECURITY,0.27770991425612046,"[{'customer_message': ""@SpotifyCares we can't log in"", 'spotify_reply': ""@554624 Hi, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1853494), 'spotify_reply_id': np.int64(1853493), 'similarity': 0.27770991425612046}, {'customer_message': ""Hi @SpotifyCares. I can't remember my address, how can I check it?"", 'spotify_reply': ""@323449 Hey there! Can you DM us your account's username and email address? We'll see what we can suggest /TF"", 'customer_tweet_id': np.int64(856701), 'spotify_reply_id': np.int64(856700), 'similarity': 0.26783901034557867}, {'customer_message': '@SpotifyCares can you advise? https://t.co/pdULzZK9BA', 'spotify_reply': ""@140456 Hey Isla! Currently, it isn't possible to remove tracks from a Spotify created playlist. We recommend creating a new playlist dedicated to saving all of the age appropriate tunes from our playlists. Give us a shout if you need anything else /JK"", 'customer_tweet_id': np.int64(2734650), 'spotify_reply_id': np.int64(2734649), 'similarity': 0.26533518912771575}]",Hi there! We can help. Could you please send us a DM with the email address or username associated with your wife's account? We'll take a look.
151,@115888 did you know people move. And need to change their address to share family access to premium? Why can't I do that online? KTHXBYE,FAMILY_STUDENT_PLANS,0.27484880536051365,"[{'customer_message': ""@115888 why can't users change their profile names? #helppleassssssse"", 'spotify_reply': ""@662248 Hey Katie! We're afraid changing the username is currently unavailable. More info at: https://t.co/X5WyVhAoFM /QI"", 'customer_tweet_id': np.int64(2277226), 'spotify_reply_id': np.int64(2277225), 'similarity': 0.27484880536051365}, {'customer_message': '@117153 hello i need help to change my account to Premium !! How. Can i do that ?', 'spotify_reply': ""@496723 Hey Fernando, help's here! To start rocking Premium head here: https://t.co/tdpcrGeDrY. Stay awesome 😁 /TY"", 'customer_tweet_id': np.int64(1620817), 'spotify_reply_id': np.int64(1620816), 'similarity': 0.2584015895616675}, {'customer_message': '@115888 how do I change my contact email address to be able to change the payment details with access to my old email account ?', 'spotify_reply': ""@682007 Hey Simon, help's here! Could you DM us your username and email address to your account? We'll take a closer look /JQ https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2361935), 'spotify_reply_id': np.int64(2361934), 'similarity': 0.2227140044793921}]","We understand you'd like to update your address for your Family Premium plan. While this can't be done directly online, we can help. Please DM us with your username and email address so we can look into this for you."
162,@115888 why is it your system always has problems playing the commercials. I have 100mbs service and it always buffers. Maybe you should go to sound only!,MUSIC_CONTENT_AVAILABILITY,0.19879770787612475,"[{'customer_message': '@115888 why isn’t my service working?  Is your system down?', 'spotify_reply': '@807286 Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS', 'customer_tweet_id': np.int64(2916590), 'spotify_reply_id': np.int64(2916589), 'similarity': 0.19879770787612475}, {'customer_message': ""@117153 I'm premium but the commercials haven't stop. Is it something wrong with Spotify?"", 'spotify_reply': ""@770255 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(2751280), 'spotify_reply_id': np.int64(2751279), 'similarity': 0.19547754566621123}, {'customer_message': '.@115888 why is it your @127972 channel is very lacking? I should be able to at least control the channel from my app...', 'spotify_reply': ""@202749 Hey there! Thanks for the feedback. Rest assured, it's being heard while we work with Roku on the best path forwards /PB"", 'customer_tweet_id': np.int64(366237), 'spotify_reply_id': np.int64(366236), 'similarity': 0.16983193509640512}]",Hey there! We're sorry to hear you're having trouble with ads buffering. Can you send us a DM with your account's email address so we can take a closer look?
206,@115888 sooo if i already had the student discount last year can i still get hulu?,FAMILY_STUDENT_PLANS,0.3409325822353857,"[{'customer_message': '@115888 If I already have Spotify premium can I still get the Hulu access somehow? 🤔', 'spotify_reply': ""@167192 Hey there! Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(189831), 'spotify_reply_id': np.int64(215433), 'similarity': 0.3409325822353857}, {'customer_message': '@115888 Can I still get it even if I had the 3mons for .99 earlier this year?', 'spotify_reply': ""@188359 Hey, help's here! Could you DM us your email address and username? We'll take a look backstage /JQ https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(115282), 'spotify_reply_id': np.int64(303149), 'similarity': 0.3219053221654819}, {'customer_message': '@115888 if I already have premium can I still switch it to the student subscription??', 'spotify_reply': ""@362852 @115888 Hi there! We've just sent a DM your way. Let's carry on chatting there /FR"", 'customer_tweet_id': np.int64(1026352), 'spotify_reply_id': np.int64(1026351), 'similarity': 0.3008660301900896}]",Hey there! Could you please DM us your account's email address? We'll take a look.
213,@115888 How can i avail this 9 PESOS premium??,PREMIUM_SUBSCRIPTION,0.6098179771194315,"[{'customer_message': '@115888 Hi! How can I avail this promo? :)', 'spotify_reply': ""@284362 Hey Clark! Can you let us know which offer were you referring to? Can you also DM us your account's username or email address? We'll see what we can suggest /PL https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(44348), 'spotify_reply_id': np.int64(688081), 'similarity': 0.6098179771194315}, {'customer_message': '@115888 Can’t avail this promo 🙄', 'spotify_reply': ""@263425 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(79433), 'spotify_reply_id': np.int64(603595), 'similarity': 0.5933974598386501}, {'customer_message': 'How can i avail this kind of promo?  @115888 https://t.co/lS6J6mA2ie', 'spotify_reply': ""@145410 The 3 months for 9 PHP offer is for Spotify accounts which haven't been on Premium yet. Hope this info helps /GK"", 'customer_tweet_id': np.int64(149363), 'spotify_reply_id': np.int64(149362), 'similarity': 0.5647267328940525}]",Hey there! Can you let us know which offer you're referring to? Can you also DM us your account's username or email address so we can take a look?
220,"@SpotifyCares Hello! I am trying to connect my Spotify with Hulu, but Hulu is saying that they are having trouble authorizing my account.",FAMILY_STUDENT_PLANS,0.5025163242091766,"[{'customer_message': '@SpotifyCares I’m having trouble authorizing my Spotify account with Hulu', 'spotify_reply': ""@264374 Hey! Can you DM us your account's username or email address? We'll take a look backstage /GL https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(607500), 'spotify_reply_id': np.int64(607499), 'similarity': 0.5025163242091766}, {'customer_message': ""@SpotifyCares so I have a premium student account and Hulu is saying it's having trouble authorizing my Spotify account?"", 'spotify_reply': ""@242765 Hey Sarah! Can you DM us your account's email address or username along with a screenshot of the exact error message? We'll take a look backstage /KM https://t.co/ldFdZR1cbT"", 'customer_tweet_id': np.int64(530127), 'spotify_reply_id': np.int64(530126), 'similarity': 0.43397151330533457}, {'customer_message': '@SpotifyCares Hulu is having trouble authorizing my student account. Any suggestions?', 'spotify_reply': ""@529027 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1757037), 'spotify_reply_id': np.int64(1757036), 'similarity': 0.38819517874251686}]",Hey there! We're sorry to hear you're having trouble connecting your Spotify with Hulu. Can you please send us a DM with your account's email address or username? We'll take a look.
233,@SpotifyCares yo just got the advert for a years Spotify for £99. Can’t find out how to do it though? Send me a link x,PREMIUM_SUBSCRIPTION,0.2549269515203347,"[{'customer_message': '@SpotifyCares No worries, I found out how to do it.', 'spotify_reply': ""@671103 Hey, that's great to hear! Just in time to... https://t.co/iPSYNznjKE 🙂 /BH"", 'customer_tweet_id': np.int64(2314347), 'spotify_reply_id': np.int64(2314346), 'similarity': 0.2549269515203347}, {'customer_message': '@SpotifyCares yo help', 'spotify_reply': ""@712455 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR"", 'customer_tweet_id': np.int64(2496496), 'spotify_reply_id': np.int64(2496495), 'similarity': 0.2384578666194443}, {'customer_message': '@SpotifyCares Awesome! Ive been trying to figure out how to do that for years. Thanks!', 'spotify_reply': ""@265375 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB"", 'customer_tweet_id': np.int64(611411), 'spotify_reply_id': np.int64(611410), 'similarity': 0.22924626577356627}]",Hey! We'd be happy to help. Can you tell us more about where you saw this offer?
260,Hey @116130 - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,PLAYBACK_ISSUE,0.2542353655446743,"[{'customer_message': '@116130 is it possible to add my student discount to my existing Spotify premium account?', 'spotify_reply': ""@572610 Hey Becca, help's here! Here's all the info you need about the UNiDAYS student discount: https://t.co/8389kI2YKo. Hope this helps 🙂 /BP"", 'customer_tweet_id': np.int64(1923738), 'spotify_reply_id': np.int64(1923737), 'similarity': 0.2542353655446743}, {'customer_message': '@SpotifyCares Why are random usernames assigned for accounts created using email? Is it possible to actually choose a username? #frustrated', 'spotify_reply': ""@358344 Hi Paul, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1007212), 'spotify_reply_id': np.int64(1007211), 'similarity': 0.2511160764205905}, {'customer_message': 'Can we have this music player for all songs rather than just a few? Pls @116130 @SpotifyCares https://t.co/bttrotG8bF', 'spotify_reply': '@255310 We hear you loud and clear, Lewis! We can’t make any promises but we’ll pass your feedback onto the right folks /DR', 'customer_tweet_id': np.int64(575119), 'spotify_reply_id': np.int64(575118), 'similarity': 0.22755300609023543}]",We understand you're looking for a true shuffle experience. Could you tell us more about what you're experiencing when you try to shuffle your music? This will help us look into it for you.
264,"@SpotifyCares hi ! My spotify app keeps playing random songs and not the one i want, its weird cuz when im on desktop works properly",PLAYBACK_ISSUE,0.2451230735585951,"[{'customer_message': '@SpotifyCares why is my Spotify playing random songs when the app is closed? I changed my password and logged out of everywhere', 'spotify_reply': ""@470064 Hey Ashley! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(1816162), 'spotify_reply_id': np.int64(1816161), 'similarity': 0.2451230735585951}, {'customer_message': '@SpotifyCares https://t.co/wVtZdn0n4M this is the one it keeps playing/ is pointing to', 'spotify_reply': ""@169998 Thanks for the link. We checked on our end and the correct versions play fine. Can you DM us your account's username or email address? /AP https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(226183), 'spotify_reply_id': np.int64(2038319), 'similarity': 0.2315639183705442}, {'customer_message': '@SpotifyCares hi my spotify app isnf working on mobile wife or lte', 'spotify_reply': '@244813 Hey there! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /FR', 'customer_tweet_id': np.int64(2919419), 'spotify_reply_id': np.int64(2919418), 'similarity': 0.22955416454701605}]",Hi! That sounds frustrating. Can you DM us your account's email address? We'll take a look.
277,"@SpotifyCares I already tried this trial deal, and ever since it ran out Im having 4-5 ads them a song then another chain of ads. Not the way it should work. And on top of it, when I listen to ads that should give 30 min ad free, I still get ads after. Horrible experience so far.",ADS_FREE_TIER,0.2808332302621461,"[{'customer_message': ""@SpotifyCares I've watched ads to get the 30 min of ad free music 6x this week. Everytime the ad's over, I still get ads. Not happy @ all. 😤"", 'spotify_reply': ""@551493 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RB"", 'customer_tweet_id': np.int64(1840168), 'spotify_reply_id': np.int64(1840166), 'similarity': 0.2808332302621461}, {'customer_message': 'no way it’s 30 min of ad free music @115888', 'spotify_reply': ""@551487 Hey, that doesn't sound good! Did the app crash any time during the 30 minutes? That can cause the ad-free time to reset. Let us know /RV"", 'customer_tweet_id': np.int64(1840149), 'spotify_reply_id': np.int64(1840148), 'similarity': 0.21503930880240063}, {'customer_message': 'Why is it that @115888 gave me 30 min free then 2 songs later I get ads', 'spotify_reply': ""@761956 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /AR"", 'customer_tweet_id': np.int64(2714236), 'spotify_reply_id': np.int64(2714234), 'similarity': 0.20143752943849094}]","Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset."
285,look spotify you can not just remove one man army from my downloads,DOWNLOAD_OFFLINE,0.21640187944150865,"[{'customer_message': 'Thanks @115888 for vanishing all my downloads :)', 'spotify_reply': ""@272401 @115888 Hi Mikail, help's here! Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt"", 'customer_tweet_id': np.int64(642130), 'spotify_reply_id': np.int64(642129), 'similarity': 0.21640187944150865}, {'customer_message': '@115888 all of my downloads disappeared??', 'spotify_reply': '@732889 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /LO', 'customer_tweet_id': np.int64(2750593), 'spotify_reply_id': np.int64(2750590), 'similarity': 0.21352244353842303}, {'customer_message': '@SpotifyCares just removed all my downloads again', 'spotify_reply': '@401852 Thanks for the heads-up. Just to clarify, did the issue still persist after you removed your offline songs? Keep us posted /MT', 'customer_tweet_id': np.int64(1199576), 'spotify_reply_id': np.int64(1199577), 'similarity': 0.197386258605313}]","Sorry to hear about your downloads! Please check out the steps under ""Downloads unexpectedly removed"" at https://support.spotify.com/article/listen-offline/"
340,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",ADS_FREE_TIER,0.37982993210902694,"[{'customer_message': '@115888 when you say click the banner for 30 minutes of ad free listening. Shouldn’t I get 30 minutes of ad free listening instead of 10?', 'spotify_reply': ""@495535 Hey Travis, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MC"", 'customer_tweet_id': np.int64(1615802), 'spotify_reply_id': np.int64(1615799), 'similarity': 0.37982993210902694}, {'customer_message': '@115888 why is it that when I click to watch the ad to get 30 minutes of ad-free music do I only get 18 and a half? Your ads tell me that I will get 30 minutes. If thats not the case then advertise for 18 and a half minutes of ad-free music instead of 30', 'spotify_reply': ""@232848 Hey there, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset. Let us know /TB"", 'customer_tweet_id': np.int64(494237), 'spotify_reply_id': np.int64(494236), 'similarity': 0.2337926196901714}, {'customer_message': 'Thanks for the 30 minutes of ad free music! @115888 (Sarcasm)', 'spotify_reply': ""@626610 Hey Mike! Did you have any issues with the video ad that gives you 30 mins of ad-free tunes? We'll keep an eye out for your reply /QI"", 'customer_tweet_id': np.int64(2128523), 'spotify_reply_id': np.int64(2128522), 'similarity': 0.23296632400443978}]",That doesn't sound right! Did the app crash at any point? That can sometimes cause issues with ad-free listening.
456,@115888 whats up with the iOS app deleting my saved music every 2-3 weeks? I love paying to re download music all the time https://t.co/Rx35ZoJF2L,DOWNLOAD_OFFLINE,0.29359140103942527,"[{'customer_message': ""@SpotifyCares - I'm on a fibre wifi - happens >> all the time << 🔨 https://t.co/9RhslfXWi0"", 'spotify_reply': ""@601087 Hey Richard, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB"", 'customer_tweet_id': np.int64(2032739), 'spotify_reply_id': np.int64(2032738), 'similarity': 0.29359140103942527}, {'customer_message': '@115888 whats up with the constant #ChipmunksMode that causes music to randomly play at 4x speed with no resolve but to force quit/restart?', 'spotify_reply': ""@460330 Hi there, the cavalry's here! Can you let us know what device/version of Spotify you're using? We'll see what we can suggest /JI"", 'customer_tweet_id': np.int64(1466244), 'spotify_reply_id': np.int64(1466242), 'similarity': 0.2385486460236173}, {'customer_message': ""@SpotifyCares What's the time frame for upgrading the iOS app for the iPhone X?"", 'spotify_reply': '@730315 Hey Steve! We’re working on it as we speak. Be sure to stay tuned /KL', 'customer_tweet_id': np.int64(2575469), 'spotify_reply_id': np.int64(2575468), 'similarity': 0.22977497887388823}]","Hey there! We're sorry to hear your saved music keeps getting deleted. Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest."
465,@115888 video ads with sound playing frequently over the top of current tracks is poor form. Happening every couple of minutes...,ADS_FREE_TIER,0.23448085254666015,"[{'customer_message': 'Spotify is playing a Now TV ad over the top of my music and it keeps happening????? @115888 do you have something against Judas Priest?', 'spotify_reply': ""@273119 Hmm. That's odd. Could you try uninstalling and reinstalling the app? Let us know how it goes /DF"", 'customer_tweet_id': np.int64(2480261), 'spotify_reply_id': np.int64(2480260), 'similarity': 0.23448085254666015}, {'customer_message': ""@115888 I'm never going to upgrade to premium if you keep playing adverts over the top of my music...."", 'spotify_reply': ""@712682 Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ"", 'customer_tweet_id': np.int64(2497521), 'spotify_reply_id': np.int64(2497520), 'similarity': 0.21340507514953072}, {'customer_message': 'Why do the banner ads keep playing over my music on Spotify free? I understand in-between songs but over the top of them? @SpotifyCares', 'spotify_reply': ""@296062 Hey Jack! That doesn't sound good. Can you let us know the device, OS, and Spotify version you're rocking? /QI"", 'customer_tweet_id': np.int64(736044), 'spotify_reply_id': np.int64(736043), 'similarity': 0.209454188070099}]",That doesn't sound right! Could you let us know what device and operating system you're using? We'd like to look into this for you.
513,@115888 There is any way to find the songs that I gave a thumb up on the radio? where do they go? I don't have any playlist or removed playlist related to that...,FEATURE_REQUEST,0.23151840011708577,"[{'customer_message': ""@115888 is there a way to black list tracks so they don't come up on the radio option? #RobinThicke in particular. #everyday"", 'spotify_reply': '@804828 Hey there! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki /PB', 'customer_tweet_id': np.int64(2909839), 'spotify_reply_id': np.int64(2909838), 'similarity': 0.23151840011708577}, {'customer_message': '@115888 where do i find the 3month trail for .99cents?', 'spotify_reply': ""@675726 Hey Ivan! We're afraid that offer is no longer available. Check out other Premium options at https://t.co/08kG2GBNp5 /AR"", 'customer_tweet_id': np.int64(2335255), 'spotify_reply_id': np.int64(2335254), 'similarity': 0.22834519259786662}, {'customer_message': '@SpotifyCares Period on any playlist', 'spotify_reply': ""@163532 If possible, could you try using a different device to see if it'd be the same? We'll keep an eye out for your update /MU"", 'customer_tweet_id': np.int64(1124159), 'spotify_reply_id': np.int64(1124162), 'similarity': 0.2175193650969532}]",We understand you're looking for songs you've given a thumbs up to on the radio. This isn't a feature that's currently available.
