sample_id,conversation_index,tweet_id,text,label,confidence,notes
279,22323,1802990,@SpotifyCares can't login now because I set the app to offline mode before the update... Hitting connect won't do anything 😱 https://t.co/fPMcnCsMx4,ACCOUNT_LOGIN_SECURITY,HIGH,Unable to log in/connect after offline mode.
280,8429,381244,@115888 is there not another way to get this without using a card?,PAYMENT_BILLING,HIGH,Question about alternative payment methods.
284,19219,1583980,@117153 I cant open Weekly Radio on @115888 Can you help me? i think this is so vital problem for me..,APP_TECHNICAL_ISSUE,HIGH,A Spotify feature (Weekly Radio) cannot be opened.
286,7192,468357,@117153 I lost my premium. Help me...,PREMIUM_SUBSCRIPTION,HIGH,Premium subscription was lost.
287,3369,307680,"@SpotifyCares @115888 But from the @118117 app I can see @115888 and resume listening This is frequent Now the ""connect to device"" is back to normal",APP_TECHNICAL_ISSUE,MEDIUM,Device-connect functionality had been malfunctioning.
288,38967,2736555,"@SpotifyCares I have a premium account with spotify that's connected to a fb account I can no longer retrieve. I'd like to either cancel premium on this and make a new account, or preferably, and if at all possible, modify my current one to where I can use it without fb.",ACCOUNT_LOGIN_SECURITY,HIGH,Cannot access the linked Facebook account and wants to regain account access.
289,5835,514134,@115888 it isn't 1990 and you're not playing cd's. STOP SKIPPING!,PLAYBACK_ISSUE,HIGH,Music playback is skipping.
291,14403,1162391,"@115888 hi there, can you tell me why an album downloaded in my Premium account will not play?",DOWNLOAD_OFFLINE,HIGH,Downloaded album cannot be played offline.
292,38289,2680430,Wish @115888 were actually able to make a music streaming app that doesn't crash 17273737 times a day,APP_TECHNICAL_ISSUE,HIGH,App crashes frequently.
295,27482,2011755,@SpotifyCares Like i says im in the gym when i use Spotify. So im listening to stuff and i dont mind the odd advert. But its become more than music. 😤,ADS_FREE_TIER,HIGH,Complaint about excessive advertising.
297,15020,1214639,@115888 @117153 @SpotifyCares you guys gotta update the Android version. Every time #Spotify is in the background it stops working.,APP_TECHNICAL_ISSUE,HIGH,Android app stops functioning in the background.
298,37592,2621381,"@SpotifyCares I've been trying that. I even follow, and unfollow, saved, and unsaved a track.",GENERAL_OTHER,LOW,Troubleshooting actions are stated without the underlying issue.
299,19934,1655982,"@SpotifyCares Hey! 1.0.65.320.gac7a8e02 on PC/Windows 7. It says ""this song is not available"" for every track by Frank Ocean and King Krule.",MUSIC_CONTENT_AVAILABILITY,HIGH,Songs are explicitly reported as unavailable.
300,16034,1277319,@SpotifyCares Tried and still got this :( https://t.co/dui3kzvZAP,GENERAL_OTHER,LOW,Insufficient context; screenshot/link does not reveal the issue here.
301,13789,1111323,@SpotifyCares Can you explain how linking me spotify premium answers my question lol,GENERAL_OTHER,MEDIUM,Support-response complaint without a clearly stated underlying issue.
302,22032,1793512,@115888 if I have to re download songs one more time I’m canceling my membership,DOWNLOAD_OFFLINE,HIGH,Repeated need to redownload songs indicates offline downloads problem.
304,713,70700,"@125633 @115888 @SpotifyCares allow us to purchase a download to the music in your catalogue. This will help you ""make a profit""",FEATURE_REQUEST,HIGH,Requests ability to purchase/download music.
305,21465,1771360,"Turns out @115888’s family plan only works if you’re under the same roof, bc no one on earth doesn’t live with their family @SpotifyCares",FAMILY_STUDENT_PLANS,HIGH,Family-plan household/location eligibility issue.
311,30215,2155141,"Why does @115888 make it so hard to upgrade your subscription?! You'd think it's under ""Subscription"".",PREMIUM_SUBSCRIPTION,HIGH,Problem navigating/upgrading the Premium subscription.
312,20014,1659863,"@SpotifyCares An uninstalled/reinstalled app fixed it, and everything is back to normal. Please don't let that become the new normal!",APP_TECHNICAL_ISSUE,MEDIUM,Underlying issue was an app problem resolved by reinstalling.
314,7387,381242,@115888 paano ba to?,GENERAL_OTHER,LOW,Insufficient context; generic question.
315,24166,1868091,I am convinced that someone at @115888 enjoys giving me horrible Discover Weekly playlists. Thanks for pooping in my ears...,FEATURE_REQUEST,MEDIUM,Negative feedback about Discover Weekly recommendations; closest category is feature/recommendation.
316,31581,2242869,@SpotifyCares If presale is sold out would that be the problem?,GENERAL_OTHER,LOW,"Likely about a presale issue, which does not fit the 12-category taxonomy."
317,31025,2210927,Thank you I did change passwords as well. I did delete the other two before I messaged you but they kept showing up. Thank you spotify th...,ACCOUNT_LOGIN_SECURITY,HIGH,Password/security troubleshooting and unwanted account/device entries.
318,41383,2896763,"Well, since @115888 wants to tell me I’m not a student I guess they can reimburse me tuition too. 🤬",FAMILY_STUDENT_PLANS,HIGH,Student eligibility/verification issue.
320,16636,1338951,Ughhh so I’m not the only one! Aye @116130 @SpotifyCares I need this album for the drive home!! 😅🤦‍♂️ https://t.co/qKsOFeJgzl,MUSIC_CONTENT_AVAILABILITY,MEDIUM,Likely refers to a missing/unavailable album; limited explicit detail.
321,4802,435892,@SpotifyCares I have an Apple iPhone 7Plus running iOS 11.0.2 and my Spotify is 8.4.20,GENERAL_OTHER,LOW,Device/version information only.
323,1715,158932,@SpotifyCares Hi! I've changed my Facebook email but it's not changing on my Spotify account page...what do I do? Thanks!,ACCOUNT_LOGIN_SECURITY,HIGH,Linked-account email change is not updating.
324,19936,1655983,"Please help @SpotifyCares, it's really annoying. https://t.co/OyZLwNX7NR",GENERAL_OTHER,LOW,Insufficient context; relies on an external screenshot/link.
326,40159,2809539,3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. https://t.co/XsPGC4g8VT,GENERAL_OTHER,HIGH,"Promotional/marketing message, not a support issue."
327,32730,2295223,@115888 you really released a new update but didn’t update your app for iPhone X? Apple Music sounding better and better all the time 💁🏻‍♂️💁🏻‍♂️💁🏻‍♂️,APP_TECHNICAL_ISSUE,HIGH,Complaint about missing iPhone X app optimization.
329,31598,2245973,@SpotifyCares @88411 When will the UE Blast get Alexa support for Spotify? Not being able to say a song is killing me.,FEATURE_REQUEST,HIGH,Requests Alexa support for a device.
330,8797,724355,"@SpotifyCares And no, it's not the internet connection, I'm Youtubing music instead with no such issues",PLAYBACK_ISSUE,MEDIUM,Context indicates Spotify playback problem despite normal internet performance.
331,23085,1833302,All family redemption codes are invalid. Ongoing problem😡@SpotifyCares,FAMILY_STUDENT_PLANS,HIGH,Family redemption codes are invalid.
332,27159,1993469,@SpotifyCares Is there an Apple Watch app being developed atm? Could you just release a statement on this. It's been 3 years now,FEATURE_REQUEST,HIGH,Requests Apple Watch support/app.
333,4737,429235,"@SpotifyCares Haha, just a very annoying song in this weeks “discover weekly”, which got stuck on my mind 😉",FEATURE_REQUEST,MEDIUM,Feedback about unwanted Discover Weekly recommendation.
336,18631,1526247,"@SpotifyCares Ask and you shall receive. Thank you Spotify, I knew you cared 😎",GENERAL_OTHER,HIGH,Positive feedback/closing message.
337,26750,1974153,Needing to delete my account and create a new one just so I can change my address details is insane and stupid @115888.,ACCOUNT_LOGIN_SECURITY,MEDIUM,Account/profile information cannot be changed normally; closest category is account-related.
338,22476,1809359,"@SpotifyCares Oh, I see what it's doing. Getting duplicates because I have a file downloaded. Still, never seen this before &amp; I don't want instant search.",APP_TECHNICAL_ISSUE,MEDIUM,Unexpected search/duplicate behavior caused by downloaded/local file interaction.
339,15330,1232900,Hello @115888 : any available jobs for a digital marketing and communication student?😜 https://t.co/bZ2M97IERG,GENERAL_OTHER,HIGH,Job inquiry unrelated to Spotify support categories.
341,30441,2175375,@115888 @SpotifyCares THANK YOU THANK YOU THANK YOU for finally releasing an Xbox One app 👌🏻👌🏻👌🏻,GENERAL_OTHER,HIGH,Positive feedback about a released app.
342,30091,2145963,I miss Julion Alvarez @117168 bring his music back 😭😭,MUSIC_CONTENT_AVAILABILITY,HIGH,Requests return of removed artist music.
343,19543,1615634,"@SpotifyCares is something broke? Music continously pausing, like every 20 seconds. Android oreo, xz premium",PLAYBACK_ISSUE,HIGH,Music repeatedly pauses during playback.
344,2440,211360,"@SpotifyCares sick and tired of these standard responses. This has been the hottest topic for a month now, and you still have not responded with substance",GENERAL_OTHER,MEDIUM,Complaint about support responses; underlying issue is not stated.
347,27697,2026579,"I have Spotify premium and my music won't play, even on wifi. Cool thanks for wasting my money. @115888",PLAYBACK_ISSUE,HIGH,Premium user's music cannot play.
348,20990,1739276,Hi @SpotifyCares! I need a little help 😊,GENERAL_OTHER,LOW,No specific issue is stated.
349,40616,2844584,@SpotifyCares I'm on my cellphone..but it works fine on my laptop.,GENERAL_OTHER,LOW,Context/comparison only; underlying problem is missing.
350,8468,700456,@117153 i paid my last debt ; but still my account is paused :// need some help,PAYMENT_BILLING,HIGH,"Payment was made but account remains paused, indicating a billing/payment status issue."
351,5089,461479,@115888 I need help with my account,GENERAL_OTHER,LOW,Account issue is unspecified.
352,1700,155387,@118266 apakah 1 cc bisa digunakan lebih dari satu akun spotify?,PAYMENT_BILLING,HIGH,Asks whether one credit card can be used for multiple accounts.
353,12407,1012750,@SpotifyCares I can't copy my follow widget code I want to post my messages with the follow button in the spotify community can you help?,APP_TECHNICAL_ISSUE,MEDIUM,Follow-widget code cannot be copied; functionality is not working.
354,15771,1263265,@115888 I would gladly pay $12.99 for more downloads,FEATURE_REQUEST,HIGH,Requests a higher download allowance.
356,5082,461469,@115888 your thing is broken and every time i log in correctly it takes me back to the log in page. this is despicable. please help. i am so hungry. my wife is crying. let me in. LET ME IN.,ACCOUNT_LOGIN_SECURITY,HIGH,Successful credentials lead back to login; authentication/access issue.
357,5008,454691,@115888 is wrong Haywire was released in 2009 https://t.co/Isb7yix2Ii,GENERAL_OTHER,LOW,Incorrect/missing context; does not clearly map to a support category.
358,11965,968290,@115888 STOP DELETING ALL MY SONGS. THIS IS THE 4TH TIME THIS MONTH. WHAT THE FUCK DO I PAY FOR?,PLAYLIST_LIBRARY,HIGH,Saved music/library content is repeatedly being deleted.
360,25808,1935557,@SpotifyCares Forgot which E-Mail I used and forgot my passwort. Only know my User-Name and don't know how to get my E-Mail now.,ACCOUNT_LOGIN_SECURITY,HIGH,Forgotten email/password prevents account access.
362,20338,1691132,"@SpotifyCares the problem appears to have been resolved, but thanks! I️t all worky now haha",GENERAL_OTHER,HIGH,Issue resolved/closing message.
363,1796,165029,@115888 Do you have every kind of music in your app?,MUSIC_CONTENT_AVAILABILITY,HIGH,General question about music catalog availability.
364,41301,2890073,"I created a Spotify account and have started paying for the premium package. However, I have forgotten my username and password and are unable to log in. I was wondering how I can cancel my payments? I can provide my bank details to possibly link it to my account @116380",ACCOUNT_LOGIN_SECURITY,HIGH,Primary problem is inability to access the account; payment cancellation is secondary.
366,4967,450893,@SpotifyCares Add “Pirates” to the This is: @221912 playlist RIGHT NOW!!!!,FEATURE_REQUEST,HIGH,Requests a specific song be added to a curated playlist.
368,7810,656495,@115888 ever since the iPhone X came out and the updates too my Spotify randomly pauses or just skips. I went to Apple it’s not my phone so my only thought is the app... please let me know why this is doing it and how to fix it. It’s Annoying af🙃,PLAYBACK_ISSUE,HIGH,Music randomly pauses/skips during playback.
370,33049,2309008,Absolutely loved @115888 until I realized there is no explicit filter. What’s the point of a family plan if there are no family settings. You lost a subscription - shouldn’t that be enough for a PM to make a business case to build this feature?,FEATURE_REQUEST,HIGH,Explicitly requests an explicit-content filter feature.
372,12661,1030653,Thank you @125633 for the new app! Game changer,GENERAL_OTHER,HIGH,Positive feedback.
373,15691,1257208,Loving the algorithm which was used to create my #Spotifytimecapsule playlist @SpotifyCares,GENERAL_OTHER,HIGH,Positive feedback about recommendations.
375,13618,1100136,@SpotifyCares windows 10 on PC. im just on the website; dont have the app itself for desktop.,GENERAL_OTHER,LOW,Platform clarification without a specific issue.
376,33024,2308411,@115888 someone hacked my account and changed it to premium family so I have been overused (they never managed to link an extra account so never used family features) - could I please be refunded the difference? (I was already premium),ACCOUNT_LOGIN_SECURITY,HIGH,Account was hacked; subscription change and refund are consequences.
377,26179,1951141,@115888 please add Every Little Thing to the Hot Country playlist. Not having @35423's song on there really upsets me,FEATURE_REQUEST,HIGH,Requests adding a song to a curated playlist.
378,29026,189857,@115888 I’m a student but I don’t have a student email.....how do you get around that,FAMILY_STUDENT_PLANS,HIGH,Student-plan eligibility/verification question.
379,32213,2280200,@115888 I have a customer support request,GENERAL_OTHER,LOW,No specific issue is provided.
380,40589,2841195,@SpotifyCares I have a family plan but when another registered user wants to listen my account pauses and said someone is using my account somewhere else. I also would love to change my account username to something other than a bunch of numbers,FAMILY_STUDENT_PLANS,HIGH,Family-plan usage/account association problem is the main issue.
381,16850,1356636,"Why is this even a constraint, @115888 ? And why is it incredibly small? https://t.co/PtfzYmQv9t",GENERAL_OTHER,LOW,Constraint is unclear from the provided text/link.
384,11916,965409,@SpotifyCares Even tried reinstalling two or three times,GENERAL_OTHER,LOW,Troubleshooting step without the underlying issue.
385,41846,2915188,@SpotifyCares on nov 17 they posted on Facebook regarding the release date. We only had to wait one evening for the release now they are delaying and giving the real date,MUSIC_CONTENT_AVAILABILITY,MEDIUM,Likely refers to delayed release availability; context is incomplete.
387,25878,1938400,@SpotifyCares so I recently just joined my sisters Spotify family so what do I need to do about my old subscription under my name only?,FAMILY_STUDENT_PLANS,HIGH,Question about transitioning into a Family plan.
388,2990,272513,@117168 @115890 I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,ACCOUNT_LOGIN_SECURITY,HIGH,Unable to log in through an integrated app.
392,14705,1190966,@50400 Just got told by @125633 via email that you guys can only change the playlists yourselves! So Pretty pleeeease doooo :),PLAYLIST_LIBRARY,HIGH,Requests help/change to playlists.
394,38764,2720889,"@SpotifyCares , I've just signed-up on your 9 pesos-for-3-months promo, but I have been charged for 129 pesos. I would like you to give me back my money. Otherwise, I'd like to cancel my subscription. Charging me for 129 is very disappointing. that's not your promo says.",PAYMENT_BILLING,HIGH,Incorrect amount was charged.
396,36205,2541142,why can't siri control songs on @115888 ? 😩😰,FEATURE_REQUEST,HIGH,Requests Siri control/integration.
398,42915,2964669,@SpotifyCares Sounds good thanks! The rest of his music seems to be available. It will do for now!,GENERAL_OTHER,HIGH,Follow-up/closing message.
399,37871,2639830,@SpotifyCares Just did that didn’t fix it 😕,GENERAL_OTHER,LOW,Underlying issue is missing.
400,8616,710191,@115888 the web player is not working for me wtf is going on?,APP_TECHNICAL_ISSUE,HIGH,Web player malfunction.
401,4032,369360,@115888 I have questions about your Time Capsule... https://t.co/aM9YcxrWVl,GENERAL_OTHER,MEDIUM,"Question about a feature, but exact issue/request is unclear."
402,3210,290217,@115888 why have u been broken lately,APP_TECHNICAL_ISSUE,MEDIUM,General complaint that Spotify is malfunctioning.
403,13775,1110206,@115888 how dare you erase Julion Alvarez?!,MUSIC_CONTENT_AVAILABILITY,HIGH,Artist music has been removed.
406,16607,1336512,"@SpotifyCares It was a song that featured Pretty lights, tipper, or Anderson pak",GENERAL_OTHER,LOW,Insufficient context to determine the issue.
408,29546,2110199,that awkward moment when @115888 labels a version of a song as being by completely the wrong artist.,GENERAL_OTHER,MEDIUM,Metadata/artist attribution issue does not fit cleanly into the current taxonomy.
409,23268,1759261,@115888 @SpotifyCares Why didn't I get a @34804 Pre-Sale code? I listen to them all the time 😩,GENERAL_OTHER,MEDIUM,Presale-code issue is outside the defined categories.
411,8830,726229,"@SpotifyCares Hi, I have a problem with my premium subscription for family. Could you please help me?",FAMILY_STUDENT_PLANS,HIGH,Explicit Family Premium issue.
413,37588,2621374,@SpotifyCares My account got hacked. Could you reinstate it please?,ACCOUNT_LOGIN_SECURITY,HIGH,Explicit hacked-account problem.
415,9500,786847,Any ideas why all my @115888 downloads have cleared themselves?,DOWNLOAD_OFFLINE,HIGH,Downloaded music disappeared.
418,30559,2182198,@115888 really.. if you are going to force me to listen to adds at least wait longer than 1 song and at least make sure the two adds u force on me are different. Sick of hearing the exact same add twice in a row.,ADS_FREE_TIER,HIGH,Complaint about frequency/repetition of ads.
419,6984,605291,"@SpotifyCares @116130 wow wtf where’s my account gone, paying money to listen to an ad 😪",PREMIUM_SUBSCRIPTION,MEDIUM,Suggests paid account/Premium status may be missing and user is receiving ads.
420,23322,2878,Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/8ZRlqNPqtf,GENERAL_OTHER,HIGH,Promotional/marketing message.
421,32379,2287193,"I think peaking should be a free feature since you have limited skips, @115888 That way you know whether or not it's worth using that skip.",FEATURE_REQUEST,HIGH,Requests making a feature available under the free tier.
422,35309,2476348,Hello @116130 can we have more of lovely @707877 on Spotify please? I can only find 3 songs. Ta v much. @SpotifyCares 👍,MUSIC_CONTENT_AVAILABILITY,HIGH,Requests more songs from a specific artist.
423,20446,1695256,"I just got 30 minutes of ad free music on @115888 and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues",ADS_FREE_TIER,HIGH,Ad-free reward did not work as expected.
424,24884,1096231,@115888 all i see is the yearly option for a personal account,PREMIUM_SUBSCRIPTION,MEDIUM,Subscription-plan option/availability issue.
425,11261,907650,"@SpotifyCares hiya, i need to get into a artist account - Hello Skinny - but we have lost all membership details - how can I log in? thanks!",ACCOUNT_LOGIN_SECURITY,HIGH,Cannot access an artist account.
426,24541,1882482,@SpotifyCares my acc is following the same person and his playlist over and over again. whats the problem ?,APP_TECHNICAL_ISSUE,MEDIUM,Unexpected account-following behavior; closest category is technical account/app issue.
427,13010,1057628,"@115888 When Russia will be the Spotify, you need to open access for Russian users?",MUSIC_CONTENT_AVAILABILITY,HIGH,Requests service availability in a country.
429,16287,1296773,Hey @115888/@13281 why has offline scrobbling not been implemented yet? /cc @SpotifyCares,FEATURE_REQUEST,HIGH,Requests offline scrobbling functionality.
430,16417,1307344,@SpotifyCares i try and watch the 30 minutes ad free video and end up getting 3 ads after watching the video &amp; not getting my 30 minutes😐,ADS_FREE_TIER,HIGH,Ad-free reward failed and ads continued.
433,28176,2042281,I fucking LOVED 503 Service Unavailable error as a teenager! Well done @116130! https://t.co/GJNeTZ6ZLZ,APP_TECHNICAL_ISSUE,HIGH,503 Service Unavailable indicates a technical/service outage.
434,6291,560932,"@115888 @SpotifyCares when does Spotify release everyone's ""most played this year"" playlist?",FEATURE_REQUEST,HIGH,Question/request about the annual Most Played/Year in Review feature.
435,1795,2878,Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/8ZRlqNPqtf,GENERAL_OTHER,HIGH,Promotional/marketing message.
436,4433,400271,@SpotifyCares Just get email verification,GENERAL_OTHER,MEDIUM,"Likely requesting email verification, but context is incomplete."
438,33126,2311108,@SpotifyCares why is hulu saying they can’t authorize my account 😤,FAMILY_STUDENT_PLANS,HIGH,Hulu authorization problem linked to Spotify bundle.
442,636,62431,@SpotifyCares sent a DM! Was wondering if I could get some help :),GENERAL_OTHER,LOW,Support request without a specific issue.
443,28438,2052057,"@SpotifyCares ...I'm using a 13-inch MacBook Pro, running macOS Sierra 10.12.6. Thanks! -- Lucas",GENERAL_OTHER,LOW,Device/version information only.
445,11152,902402,@SpotifyCares hey we connected songkick to our page but it's not showing up.,APP_TECHNICAL_ISSUE,HIGH,Third-party integration/content connection is not appearing.
447,25706,1933187,Spent 10 minutes in figuring out to subscribe to @115888 premium from iPhone app and failed! 🙄😠.,PREMIUM_SUBSCRIPTION,HIGH,Unable to complete Premium subscription.
448,11803,960784,@SpotifyCares hi why are all my offline devices the same devices? But my DL'ed was just deleted saying max of 3 devices can only download.,DOWNLOAD_OFFLINE,HIGH,Offline-device/download limit problem.
449,6521,568947,Hey @115888 you wanna tell me why I'm still getting those stupid suggested tracks on my app when I have the setting for it turned off? I wanna listen to my music and no one else's.,FEATURE_REQUEST,HIGH,Recommendation controls are not behaving as desired.
450,13446,1092736,@115888 Can we please organize new releases based on things I listen to/like? No one wants to scroll thru pgs of pop to find what they like,FEATURE_REQUEST,HIGH,Requests personalized organization/filtering of new releases.
451,8894,729281,@SpotifyCares Its fixed thank you i think i just pit wrong login there,GENERAL_OTHER,HIGH,Issue resolved; closing message.
452,3898,352220,"@SpotifyCares no way to order by date added in playlists on the mobile app? I have some v long playlists, pain to scroll",FEATURE_REQUEST,HIGH,Requests sorting playlists by date added.
454,27066,1990045,"Alors @115888 @127637 c'est 0, ils m'ont retirer de l'argent pour que finalement je n'aie pas premium",PAYMENT_BILLING,HIGH,Money was charged but Premium was not received.
455,21358,1132220,I love spending cash on premium @115888 account for songs that can’t play. And the app doesn’t even notify you why 🙄,PLAYBACK_ISSUE,HIGH,User has paid Premium but songs cannot play.
457,29667,2118710,Yo @115888 Whaaat is this?! https://t.co/SJlx8kRns7,GENERAL_OTHER,LOW,Insufficient context.
458,32554,2291115,@661811 @SpotifyCares Maybe if they had done anything to fix the problem I've been reporting for a year and a half.,GENERAL_OTHER,LOW,Underlying problem is not stated.
459,19081,1567713,@SpotifyCares Hi! I have another issue I just DMed,GENERAL_OTHER,LOW,Issue is in an unavailable DM/context.
462,3470,314313,Hey @115888 ! Any idea why my music stopped in the middle of my run? #notcool,PLAYBACK_ISSUE,HIGH,Music stopped during playback.
464,31258,2218903,So is reputation gonna be on @115888 soon?,MUSIC_CONTENT_AVAILABILITY,HIGH,Question about album availability.
466,33282,2317193,@117168 yo what's that song that y'all removed from rap caviar? It started with spongebob issuing some sass,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific song was removed from a curated playlist.
467,8848,727159,@SpotifyCares just upgraded to an IPhone 7. I can no longer play from phone. Songs are greyed out and won’t play? Can still play from laptop,PLAYBACK_ISSUE,HIGH,Songs on the phone are unavailable for playback while laptop works.
472,5444,490785,Tried getting the podcast on @115888 ... didn’t know y’all just wanted big time people and non of the smaller people?,MUSIC_CONTENT_AVAILABILITY,MEDIUM,Likely complaint about podcast availability/content selection.
473,33400,2320574,"Hi, i'm unable to re purchase the premium acc. I've tried to transferred the money 5. Can you help me? the link you gave me didn't work https://t.co/vuz6GfwYh8",PAYMENT_BILLING,HIGH,Payment/repurchase transaction is failing.
474,36984,2588889,"@SpotifyCares my premium account isn’t working I paid for it and it says I’m still on the free subscription, help!!!",PREMIUM_SUBSCRIPTION,HIGH,Paid Premium status is not activated.
477,36085,1903733,@115888 did the whole application process but havent heard back. tryna change from premium to student,FAMILY_STUDENT_PLANS,HIGH,Student-plan application/transition issue.
478,32131,2275478,@115888 rap caviar is trash,GENERAL_OTHER,MEDIUM,Negative opinion without a specific actionable issue.
480,42893,2963365,"Hey, @115888. Why is the original movie of Annie not available for a listen?",MUSIC_CONTENT_AVAILABILITY,HIGH,Specific audio/content is unavailable.
481,26734,1973458,"@SpotifyCares Im getting an error if I invite someone to my family. In addition, the invite is send in some else’s name. How can that be?",FAMILY_STUDENT_PLANS,HIGH,Family invitation has an error and incorrect recipient information.
482,17661,1445711,@115888 @SpotifyCares zegt hij dat ik geen premium meer ben!!?? https://t.co/k22yg8T0Ly,PREMIUM_SUBSCRIPTION,HIGH,User appears to have lost Premium status.
484,4646,419688,@SpotifyCares ...media. Had been happening with my previous Xperia Z2 as well. What's the fix plz?,APP_TECHNICAL_ISSUE,MEDIUM,Technical issue is apparent but exact symptom is unclear.
486,39757,2785009,".@115888 Please if there is a way to ban all autotune vocal music, tell me. There is so much ""bad"" music ..to my taste. Please make it stop. #autotune https://t.co/bKjJCenfH4",FEATURE_REQUEST,HIGH,Requests filtering/blocking based on music characteristics.
487,12308,1000171,I’m tired of songs disappearing from @115888 without warning. At least Netflix alerts you before something is removed.,MUSIC_CONTENT_AVAILABILITY,HIGH,Songs are being removed/unavailable.
488,16418,1307346,.@115888 hey :) hurry :) up :) with :) Beach House 3 :),MUSIC_CONTENT_AVAILABILITY,MEDIUM,Likely request for a missing/upcoming album; context is limited.
489,15919,1269778,@SpotifyCares Someone changed my registration email address and I cannot longer access my premium account which I am paying for!,ACCOUNT_LOGIN_SECURITY,HIGH,Unauthorized email change caused loss of account access.
491,26718,1973057,"@SpotifyCares I've been using Premium over a year. You need more data of mine? As a software engineer, dealing with Machine Learning, better to keep some categories such as anthems, team songs keeping them away in the list of discovery section. I don't think everybody will be as nice as now.",FEATURE_REQUEST,HIGH,Requests better filtering/control of Discover recommendations.
492,38809,2725146,"@SpotifyCares No, I'm talking about the beta board themself, as referenced in this post: https://t.co/5xJzotKGYp ""If you're accepted you'll be given access to a new board in our Beta Boards sections of the Community."" TestFlight doesn't have a report back, nor patch notes.",GENERAL_OTHER,MEDIUM,Beta-program feedback that does not fit a defined support category.
493,1050,106308,"WHY DOES THE @115888 WEB BROWSER NEVER WORK!!!???? First, my desktop version stopped working, now my browser version won't work. I JUST WANNA LISTEN TO MY THROWBACK THURSDAY PLAYLIST 😭😭😭😭",APP_TECHNICAL_ISSUE,HIGH,Web player/desktop application malfunction.
494,2983,272248,@117168 So tell the Groove music converters why they can't use their local files ? I used playlists won't sync!,PLAYLIST_LIBRARY,HIGH,Playlist/local-file synchronization problem.
495,15069,1217784,@SpotifyCares I can report ‘abuse’ but not ‘data on this page is incorrect’.,GENERAL_OTHER,MEDIUM,Website reporting-function complaint does not fit another category.
498,19179,1580637,@115888 iPhone x update please 😍,APP_TECHNICAL_ISSUE,HIGH,Requests iPhone X app update/optimization.
501,5081,461455,"When @115888 uploads your new song to the wrong account AGAIN 🙃☹️,,, @SpotifyCares and @137960 plzplzplz stop this from happening to ussssss we love uuuuu plz love us backkkkk ❤️ https://t.co/iXtkECQZFy",GENERAL_OTHER,MEDIUM,Artist/account content is being uploaded to the wrong account; this does not fit cleanly into the 12 categories.
502,22999,1829696,"@SpotifyCares i am on a family plan and it stopped because it couldnt verify my address, i have changed my address on profile johngfrazer",FAMILY_STUDENT_PLANS,HIGH,Family-plan verification/address eligibility problem.
505,17646,1444696,"@SpotifyCares If you read all those posts I linked, you'll have plenty of examples. Personally, Chrome, Win10.",GENERAL_OTHER,LOW,Context refers to other posts; specific issue is not stated here.
506,30023,2141717,@SpotifyCares is so helpful and I'm so impressed that there's such a great troubleshooting resource on a social media platform. Probably the best customer care I've ever gotten.,GENERAL_OTHER,HIGH,Positive feedback.
507,8385,696739,@SpotifyCares I'm on a Dell Inspiron running Windows 10 Home Single Language,GENERAL_OTHER,LOW,Device information only; no issue stated.
508,13308,1078168,@SpotifyCares Twice this week on OSX10.13 Can't play certain artists (e.g. Beck/Eminem) Get “Song not avail..” Plays on mobile? Thoughts?,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific artists are unavailable on one platform while available elsewhere.
509,34690,2427687,@115888 We are a record label and want to have all of our released songs on our page. How can we make this happen?,GENERAL_OTHER,MEDIUM,Artist/record-label catalog management question; no matching dedicated taxonomy category.
510,37267,2605031,@115888 sooo where’s perfect velvet,MUSIC_CONTENT_AVAILABILITY,MEDIUM,Likely asks about missing music/content; exact context is limited.
515,10924,885132,Been on @115888 one week and already so pissed of with it. Well done,GENERAL_OTHER,LOW,General dissatisfaction with no specific issue.
520,41945,2916638,@115888 can you add Jay-Z please,FEATURE_REQUEST,HIGH,Requests adding an artist.
521,25843,1936582,My @115888 account was hacked today. 4+ years of music and playlists gone &amp; replaced by this. 😥💔 I use my lists everyday so this hurts. 😓 https://t.co/hRXsl6VXzW,ACCOUNT_LOGIN_SECURITY,HIGH,Explicit account compromise; lost content is a consequence.
522,13543,1098076,Wow security fail @115888. Using the app on windows and instead of my user name it’s displaying my password!!!,ACCOUNT_LOGIN_SECURITY,HIGH,Sensitive account credential is being displayed; security issue.
524,10192,842000,@SpotifyCares Please bring Spotify to India,MUSIC_CONTENT_AVAILABILITY,HIGH,Service availability in a country.
525,35057,2456294,@115888 what’s up with your app for Apple Watch?,FEATURE_REQUEST,HIGH,Question/complaint about Apple Watch app support.
526,12853,1043324,"@SpotifyCares artist name for this album -- https://t.co/44iARF2Wu7 are U-KNOW. Please fix it, thanks...",GENERAL_OTHER,MEDIUM,Incorrect artist metadata; no dedicated taxonomy category.
527,30738,2190943,Wtf why does there have to be a download limit 😡 @115888 https://t.co/DvYusyIkKZ,FEATURE_REQUEST,HIGH,Requests removal/increase of download limit.
