sample_id,conversation_index,tweet_id,text,label,confidence,notes
158,21237,1757050,"@115888 where’s reputation at ??",MUSIC_CONTENT_AVAILABILITY,HIGH,"Question about availability of Reputation."
159,22956,1626585,".@SpotifyCares im cool w you playing suggested and related music for me but do not ever play halsey for me ever again thats just rude",FEATURE_REQUEST,HIGH,"Requests control over recommendations."
160,29238,2081477,"@SpotifyCares hi, i cancelled my free trial before it ended, but i don’t think it cancelled properly, because i’ve had money taken from -",PAYMENT_BILLING,HIGH,"Charged after supposedly cancelling a trial."
161,42553,2939734,"@SpotifyCares I don't have Spotify but someone seems to of accidentally entered my email instead of theirs when registering. I did not click the link in the confirm account email but since then I've got 5 more emails including one which said I'm now fully signed up.",ACCOUNT_LOGIN_SECURITY,HIGH,"Unexpected account registration using the user's email."
162,35270,2473659,"@115888 why is it your system always has problems playing the commercials. I have 100mbs service and it always buffers. Maybe you should go to sound only!",PLAYBACK_ISSUE,HIGH,"Commercials themselves are buffering/failing during playback."
163,33139,2311300,"@SpotifyCares Ah yeah, I’ve read that. What is the reason for it and is there any way around it? (e.g. Higher tier subscription option)",ADS_FREE_TIER,MEDIUM,"Reference is unclear, but higher-tier subscription workaround suggests an ad/free-tier limitation."
164,36816,2578883,"Why is Francesca (@99810) - “all I had” not on @115888 ?! @SpotifyCares",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific song is unavailable."
165,22550,1811543,"@SpotifyCares someone stole my account.",ACCOUNT_LOGIN_SECURITY,HIGH,"Explicit account theft/security problem."
166,32444,2289027,"what does this even mean @115888 https://t.co/fA2j7HmX5s",GENERAL_OTHER,LOW,"Insufficient context; refers only to an image/link."
167,32726,2295029,"@115888 Seriously considering switching to Apple Music since yall are too lazy to update your app for the iPhone X, and even bother with Apple Watch support",APP_TECHNICAL_ISSUE,HIGH,"Primary complaint is lack of device/app support and optimization."
168,30068,2144223,"Gee, thanks @115888 for randomly deleting my entire library. So pumped to redownload everything all over again",PLAYLIST_LIBRARY,HIGH,"Entire music library was deleted."
169,12114,980167,"@115888 please make the spotify mobile app available in india.. spotify is amazing!!",MUSIC_CONTENT_AVAILABILITY,HIGH,"Requests service/app availability in India."
170,9416,783504,"@SpotifyCares I’ve done that and it’s still just as slow, I’ve uninstalled the app, logged out and back in but the slow speeds remain",APP_TECHNICAL_ISSUE,HIGH,"Persistent app performance/slowdown problem."
171,26702,1973022,"@SpotifyCares Hi RR, here's the email with the dodgy dates, just thought I'd reciprocate amd reach out with a playlist as you guys do such a great job - https://t.co/oAo3dNvIWf https://t.co/SRbi38lnCv",GENERAL_OTHER,LOW,"Context is unclear and no specific Spotify support issue is identifiable."
172,1139,111995,"@SpotifyCares Are we going to have Year in Music this 2017?",FEATURE_REQUEST,HIGH,"Asks about the Year in Music feature."
173,2377,207212,"What’s wrong with Spotify’s volume? It’s gone all the way down @SpotifyCares",PLAYBACK_ISSUE,HIGH,"Audio volume during playback is malfunctioning."
174,33614,2338879,"@115888 on two separate occasions, after an upgrade the songs I had marked as download reverted to none download. Bummer when on the train.",DOWNLOAD_OFFLINE,HIGH,"Offline/download status is being reset after updates."
175,40572,2837830,"@SpotifyCares hello! I'm subscribed to student premium but somehow it's charging me without the discount? (Its been 2 months)",FAMILY_STUDENT_PLANS,HIGH,"Student-plan discount is not being applied."
176,42830,100177,"All clear! Everything’s looking good again. Enjoy the tunes.",GENERAL_OTHER,HIGH,"Closing/positive message, not an issue."
177,33266,2316884,"@115888 hi, my account has locked me out &amp; won't let me submit a new password request. Help please!",ACCOUNT_LOGIN_SECURITY,HIGH,"Locked account and password-reset problem."
178,32541,2290945,"@SpotifyCares help I can't use the share option",APP_TECHNICAL_ISSUE,HIGH,"Existing share functionality is not working."
179,14536,1174975,"@SpotifyCares I've been dealing with a billing issue for more than an hour now. This entire thing could have been solved in less than 10 minutes.",PAYMENT_BILLING,HIGH,"Explicit billing issue."
180,37086,2596620,"@SpotifyCares Roku app not phone app",GENERAL_OTHER,LOW,"Likely a clarification about device/app context; no actual issue stated."
181,26839,1978827,"Hey @115888 put this in one of ur fav playlist pls https://t.co/4v0lcn3vG1",GENERAL_OTHER,MEDIUM,"Personal request to add a song to a playlist; not a product feature request."
182,3074,278109,"@SpotifyCares Still the same.",GENERAL_OTHER,LOW,"Insufficient context."
183,31720,2246481,"@125633 our related artists on Spotify are death metal bands. Say whaaaa?",FEATURE_REQUEST,MEDIUM,"Complaint about incorrect artist recommendations."
184,11267,907663,"@SpotifyCares hi! I'm in Canada and can't play ANY of @335536's music. I can see all of her songs but can't play. I'm dying. pls help.",MUSIC_CONTENT_AVAILABILITY,HIGH,"Artist catalog is visible but unavailable for playback in the region."
185,15025,1214668,"Hey @115888 I think you missed a letter @118062 #woops #doesntshealreadykindahateyouguys https://t.co/G9gUBtvk3u",GENERAL_OTHER,LOW,"No clear support issue."
186,1155,113827,"@SpotifyCares My Facebook account is no longer active so I am unable to log into new devices, however I am still somehow logged into my account on several devices... how can I log in using my user ID: 1252945587",ACCOUNT_LOGIN_SECURITY,HIGH,"Login/access problem caused by unavailable linked Facebook account."
187,24826,1897198,"@115888 where is Kesha's ""Praying"" on your #MeToo playlist? 🤔",FEATURE_REQUEST,MEDIUM,"Requests/inquires about inclusion of a song in a curated playlist."
188,6752,578816,"explain @115888 https://t.co/HTlwX0x9Kq",GENERAL_OTHER,LOW,"Insufficient context."
189,30315,2162619,"@115888 @116130 @SpotifyCares please please please bring back your year in music for 2017!!!",FEATURE_REQUEST,HIGH,"Requests return of the Year in Music feature."
190,3020,274121,"@SpotifyCares hi there, I'm trying to add my brother to my family subscription but he isn't receiving the email invite please advise...",FAMILY_STUDENT_PLANS,HIGH,"Family-plan invitation problem."
191,14477,1169153,"@SpotifyCares I have a premium subscription but Spotify account has changed to free account.Subscription on iPhone states it renews on 11/19",PREMIUM_SUBSCRIPTION,HIGH,"Premium account incorrectly changed to Free."
192,5887,77694,"3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. https://t.co/OaXjQ0a5lO",GENERAL_OTHER,HIGH,"Promotional/marketing message, not a support issue."
193,25777,1934744,"I will fucking uninstall @SpotifyCares if i hear the transformers add one more time.",ADS_FREE_TIER,HIGH,"Complaint about repeated advertising."
194,34051,2376242,"@SpotifyCares still no iPhone X optimized update? Companies with far less resources have had their updates ready for weeks 😕",APP_TECHNICAL_ISSUE,HIGH,"iPhone X app optimization issue."
195,17672,1446613,"Spotify isn't working and I don't know how to fix it",APP_TECHNICAL_ISSUE,HIGH,"General Spotify/app malfunction."
196,37121,2597245,"@5795 This is too specific, but I want a way to signal my interest without saving to my library. There are many tracks/albums that aren't impactful on first listen but worth revisiting... and bookmarking/save for later features often feel like digital hoarding",FEATURE_REQUEST,HIGH,"Explicitly requests a save/bookmark-for-later feature."
197,43187,2986599,"@SpotifyCares Fb Error reads “there is an error logging into your application. Try again later”",ACCOUNT_LOGIN_SECURITY,HIGH,"Facebook login/authentication error."
198,4587,415247,"@115888 can y’all put Purple Reign by @209394 back",MUSIC_CONTENT_AVAILABILITY,HIGH,"Requests a removed song to be restored."
199,2529,225353,"@SpotifyCares I reinstall but still the problem 😔",GENERAL_OTHER,LOW,"Problem is unspecified."
200,41716,2912565,"WHY ARE YOU GUYS STILL CHARGING ME I CANCELLED 3 MONTHS AGO @115888 @SpotifyCares",PAYMENT_BILLING,HIGH,"Continued billing after cancellation."
201,7003,607484,"@116130 When are you releasing amazon echo multi room support???",FEATURE_REQUEST,HIGH,"Requests Amazon Echo multi-room support."
202,30134,2150426,"@115888 @SpotifyCares seriously? https://t.co/hTCjjTzhgA",GENERAL_OTHER,LOW,"Insufficient context; image/link alone does not identify the issue."
203,8371,695465,"@115888 I paid for premium &amp; still hear commercials. You withdrew money from my account, but my spotify account shows no receipt. Now what?",ADS_FREE_TIER,HIGH,"User is still receiving ads despite Premium; ads are the primary complaint."
204,38279,2678323,"@115888 trying to update my payment details and it takes me to this page and does not accept my NUS card number? NUS doesn't expire until 2020 https://t.co/9BMgYBiI6N",PAYMENT_BILLING,HIGH,"Payment card/details update is failing."
205,35347,2477821,"Having trouble switching my payment plan to use my Vodafone bundle. The Vodafone site keeps asking me to cancel my current sub. I've spoken to them and they pointed me to you - @SpotifyCares",PAYMENT_BILLING,HIGH,"Problem changing payment/subscription payment method through Vodafone."
206,37681,1942520,"@115888 sooo if i already had the student discount last year can i still get hulu?",FAMILY_STUDENT_PLANS,HIGH,"Question about eligibility for the student plan/Hulu benefit."
207,6782,583080,"@SpotifyCares Spotify starts up on Windows 10 even though it is disabled from settings and task manager. There seems to be no definite fix. https://t.co/MA5fyomEpT",APP_TECHNICAL_ISSUE,HIGH,"Spotify app starts unexpectedly on Windows."
208,15529,1244499,"@SpotifyCares ... app on my laptop is not showing that I have a Premium account",PREMIUM_SUBSCRIPTION,HIGH,"Premium status is not recognized in the app."
209,9513,789808,"I really don't know why I keep paying for @115888 trash ass...how all my music disappear after I deleted and re downloaded the app #overit",PLAYLIST_LIBRARY,HIGH,"User reports music/library disappearing after reinstall."
210,42822,2959344,"Is anyone else’s @115888 being weird today?? It won’t load any of my songs???",PLAYBACK_ISSUE,HIGH,"Songs are not loading for playback."
211,1418,130876,"Spotify has removed all my tracks it appears",PLAYLIST_LIBRARY,HIGH,"User's saved tracks/library have disappeared."
212,12952,1052725,"@SpotifyCares Been having trouble using the web player in Chrome lately (both Windows PC and Chromebook). Any tips to get it working again?",APP_TECHNICAL_ISSUE,HIGH,"Web player functionality problem."
213,12240,993170,"@115888 How can i avail this 9 PESOS premium??",PREMIUM_SUBSCRIPTION,HIGH,"Question about obtaining a Premium offer."
214,20429,1695220,"@117153 The Spotify web player is not working in Google Chrome. Sends me to a ""Bad Request"" page.",APP_TECHNICAL_ISSUE,HIGH,"Web player/browser error."
215,42357,2928143,"hey @115888 &amp; @127972, tryna update the interface on the app? I'm happy it exists but it literally feels like I'm using a DVD player from 2002",FEATURE_REQUEST,HIGH,"Requests an interface/UI improvement."
216,4481,406694,"HI @115888 CAN U BRING BACK THE TOUCH PREVIEW I'M BEGGING",FEATURE_REQUEST,HIGH,"Requests return of a removed feature."
217,43021,2972071,"It genuinely upsets me that the Piglet's Big Movie soundtrack is not on Spotify. @115888 explain yourself",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific soundtrack is unavailable."
218,41561,2909841,"@SpotifyCares For some reason I am being charged $9.99 a month even though I've had the student discount this whole year. I renewed the student discount a few months ago because I am still enrolled at UF. Can i be refunded the $9.99 charge so I am only charged $4.99 instead?",FAMILY_STUDENT_PLANS,HIGH,"Student discount is not being applied; the plan eligibility/discount is the primary issue."
219,12782,1036111,"I DON'T WANNA SPEND MONEY ON SPOTIFY, WHY DOES THIS SHIT STILL EXIST https://t.co/lgY4G216oA",ADS_FREE_TIER,MEDIUM,"Likely complaint about Spotify ads/free-tier monetization; context is limited."
220,18095,1486999,"@SpotifyCares Hello! I am trying to connect my Spotify with Hulu, but Hulu is saying that they are having trouble authorizing my account.",FAMILY_STUDENT_PLANS,HIGH,"Spotify-Hulu account/authorization issue tied to the bundled plan."
221,27843,2031967,"Upgraded my phone and now I can’t log into Spotify Premium anymore @SpotifyCares",ACCOUNT_LOGIN_SECURITY,HIGH,"Unable to log in after changing devices."
222,31960,2264805,"@SpotifyCares please add a feature that lets me completely remove an artists from my suggestions. please. i am begging. No matter how often I downvote certain artists on my stations I still end up with 5 more songs suggested for the radio playlist.",FEATURE_REQUEST,HIGH,"Explicit request to block/remove artists from recommendations."
223,32455,2289615,"@115888 HI, I'm new to Spotify. How do I see the lyrics like in @1122? This is very important for me. Thanks.",FEATURE_REQUEST,HIGH,"Asks for lyrics functionality."
224,23293,1840167,"@SpotifyCares No not at all",GENERAL_OTHER,LOW,"Insufficient context."
225,30992,2204456,"Hi @SpotifyCares - My followers had two major unexplained drops (see screen shot) earlier this year, even as my streams have climbed higher than ever before. If not for the drops, I'd have nearly 20,000 followers. Help!!! https://t.co/PDYa0IukqP",GENERAL_OTHER,MEDIUM,"Follower-count issue does not fit the defined 12 categories."
226,22447,1807590,"@SpotifyCares dm me I’m fucking furious",GENERAL_OTHER,LOW,"No specific issue stated."
227,6715,67693,"@SpotifyCares I’m having trouble on my Win 7 computer after the new update. Says it’s missing ‘api-ms-win-core-processthreads-|1-1-1.dll’",APP_TECHNICAL_ISSUE,HIGH,"Application/system error after update."
228,10388,854760,"@SpotifyCares I will try. Thank you for your kindness today!",GENERAL_OTHER,HIGH,"Thank-you/closing message."
229,163,19242,"Ini kenapa setiap buka app mesti log-in lagi? @118266",ACCOUNT_LOGIN_SECURITY,HIGH,"User has to log in every time the app opens."
230,9828,820745,"@SpotifyCares This is the version https://t.co/7Gehlu06rT",GENERAL_OTHER,LOW,"Version information only; issue is not stated."
231,33683,2346327,"@115888 When are you coming to India, officially?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Service availability by country."
232,31713,2246451,"@SpotifyCares hey does the number under neath my song mean that’s how many times it was streamed ? https://t.co/yD71IihV0j",GENERAL_OTHER,HIGH,"General informational question not covered by the taxonomy."
233,6195,555476,"@SpotifyCares yo just got the advert for a years Spotify for £99. Can’t find out how to do it though? Send me a link x",PREMIUM_SUBSCRIPTION,HIGH,"Question about purchasing a Premium yearly offer."
234,3836,346211,"@SpotifyCares before updating to IOS 11 i wasn’t directed to twitter app everytime i want to share a song. i was very happy with the way it used to be :(",APP_TECHNICAL_ISSUE,HIGH,"Sharing behavior changed/broke after an OS update."
235,30609,2183077,"@spotifycares the codes I’m being sent are invalid for the family premium, help please!",FAMILY_STUDENT_PLANS,HIGH,"Family Premium redemption/activation codes are invalid."
236,37418,2614482,"Why isn't there an option to block artists if you don't want them on shuffle its annoying @115888 please add an option to block",FEATURE_REQUEST,HIGH,"Requests artist-blocking functionality."
237,8396,698865,"@SpotifyCares I've tried signing out and in, restarting my computer, and several different web browsers. :(",APP_TECHNICAL_ISSUE,MEDIUM,"Troubleshooting indicates an unresolved app/web technical issue, though exact symptom is omitted."
238,1771,162233,"@153455 @9404 I went on a Spotify binge but noticed these songs are missing. I filed for them to be added since they're on the Itunes store I figured I can try. Please help me!! Thank you!' https://t.co/85oXVxFCGf",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific songs are missing and user requests they be added."
239,12197,986282,"Um @115888 https://t.co/OyObuwjodf",GENERAL_OTHER,LOW,"Insufficient context; only a link is provided."
240,35180,2466887,"@SpotifyCares How can I change my 'similar artists'? It are Classic Composers. My music is improvised, ambient and neo Classic. Johan Bakker",FEATURE_REQUEST,HIGH,"Requests control over similar-artist recommendations."
241,34624,2420496,"@115888 Good morning, this morning my account is now set as free when I pay my Mobile Provider for the account (Fido.ca) What's wrong?",PREMIUM_SUBSCRIPTION,HIGH,"Paid/bundled account unexpectedly appears as Free."
242,27217,1997120,"@SpotifyCares - I've tried 3x to email support to cancel my daughter's acct. My Credit Card is still being charged after I told u to cancel",PAYMENT_BILLING,HIGH,"Continued charges after cancellation."
243,35359,2479180,"Seriously, @115888. This feature is important to me. https://t.co/BHtkRnBuTX",FEATURE_REQUEST,MEDIUM,"Refers to a desired feature, though exact feature is in the linked content."
244,5966,532738,"@SpotifyCares how do I switch from monthly billing to the yearly plan?",PAYMENT_BILLING,HIGH,"Question about changing billing frequency/payment plan."
245,30946,2203753,"What's up with the 39% battery usage @SpotifyCares?? https://t.co/XA0tc8amDf",APP_TECHNICAL_ISSUE,HIGH,"Excessive battery usage is an app technical/performance issue."
246,8025,668711,"Couldnt even wait until the end of the month to put me back to a basic account but still took money out of my final check? @SpotifyCares",PAYMENT_BILLING,HIGH,"User was downgraded but still charged."
247,20710,1715187,"@115888 what’s the story with you guys not having this on your system? @519456 not happy about it either. https://t.co/TeavpJI8pE",GENERAL_OTHER,LOW,"Insufficient context about what is missing."
248,28924,6543,"@117153 @SpotifyCares On the website I have premium but on the app on my phone is still says free. And my bank statement says it went through. I don’t know?",PREMIUM_SUBSCRIPTION,HIGH,"Paid Premium status is not reflected in the app."
249,662,64398,"@SpotifyCares I'm having issues syncing my devices. It's often taking hours before changes are synced across from my desktop app to iOS.",APP_TECHNICAL_ISSUE,HIGH,"Device synchronization problem."
250,11549,932757,"@115888 @61267 are you going to launch your services in INDIA?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Service availability by country."
251,5113,464463,"Great work @SpotifyCares . Thanks for fixing my account!!",GENERAL_OTHER,HIGH,"Positive feedback/closing message."
252,37406,2614456,"@SpotifyCares Thank you for your reply even if there isn’t a solution yet.",GENERAL_OTHER,HIGH,"Thank-you/closing message."
253,10549,864267,"@116130 I my having problems playing certain songs, on mobile and PC on multiple connection, I have tried re dl the app but to no avail",PLAYBACK_ISSUE,HIGH,"Certain songs fail to play across devices/connections."
254,23029,1830973,"@SpotifyCares FYI https://t.co/BVVHL48QgA",GENERAL_OTHER,LOW,"Link/context only; no clear issue."
255,15424,1239133,"@408281 @115888 @SpotifyCares @2894 @31847 Is there any chance of getting the #Wolves video exclusive available worldwide?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Requests wider availability of specific content."
256,8732,720711,"@SpotifyCares hi there, I can’t seem to change my card details to continue premium account",PAYMENT_BILLING,HIGH,"Unable to update payment card details."
257,978,100138,"@SpotifyCares My playlists don't sync between the Desktop app (on Mac), my phone (Android), and the web player. They're all different. Please help.",PLAYLIST_LIBRARY,HIGH,"Playlist synchronization problem."
258,38606,2708577,"@SpotifyCares Hello, I was suddenly logged out of my account today and am now unable to reset my password. My username is hannahbellbarnes and my email is __email__",ACCOUNT_LOGIN_SECURITY,HIGH,"Unexpected logout and password-reset failure."
259,27148,1498038,"Spotify doesn't have the new Sufjan Steven songs and I'm just like... https://t.co/Uy8pz3sjE4",MUSIC_CONTENT_AVAILABILITY,HIGH,"New songs are unavailable."
260,26391,1962511,"Hey @116130 - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?",PLAYBACK_ISSUE,HIGH,"Shuffle behavior affects actual playback ordering."
261,19293,1589490,"Why the fuck do you make ads so damn loud @115888",ADS_FREE_TIER,HIGH,"Complaint about advertisements."
262,13795,1112058,"@SpotifyCares so I got rid of a certain artist from a playlist but their songs keep playing in my queue, is there a way to refresh it?",PLAYBACK_ISSUE,HIGH,"Unwanted songs continue playing in the queue."
263,33890,2363305,"@SpotifyCares is there any way to listen to music without premium and not have it go to suggested songs,,",ADS_FREE_TIER,MEDIUM,"Question about Free-tier limitations and suggested content."
264,11348,914236,"@SpotifyCares hi ! My spotify app keeps playing random songs and not the one i want, its weird cuz when im on desktop works properly",PLAYBACK_ISSUE,HIGH,"Playback starts the wrong/random songs."
265,41773,2913869,". @115888 Um, web player issues? =(",APP_TECHNICAL_ISSUE,MEDIUM,"Explicitly mentions web-player issues but gives little detail."
266,37664,2625422,"Hello @SpotifyCares I have emailed you about artist @741597 account being hacked. Pls assist or reply to __email__",ACCOUNT_LOGIN_SECURITY,HIGH,"Explicit hacked-account/security issue."
267,30893,2202374,"Hey @SpotifyCares I need some help. I was listening this AM and then kept getting interrupted by an unknown person using my account",ACCOUNT_LOGIN_SECURITY,HIGH,"Unknown person using the account indicates account compromise."
268,17580,1435064,"@SpotifyCares Hi I missed to address verification, now my account so free, how to his join again ?",FAMILY_STUDENT_PLANS,HIGH,"Plan/account status changed after verification issue; context indicates family/student eligibility."
269,1147,113808,"@SpotifyCares You *REALLY* need to finally, actually, DO something about the 10,000 song limit in users' libraries. Especially for a service that prides itself on helping discovery of new tracks.",FEATURE_REQUEST,HIGH,"Requests changing the library song limit."
270,9178,761826,"@SpotifyCares they are totally different issues. One is about wanting to be able to relabel devices. My issue is all the devices being given the same name",APP_TECHNICAL_ISSUE,HIGH,"Device naming behavior is incorrect."
271,16175,1287127,"@115888 Some hussy took over my account pls help https://t.co/nHOOFbkuc4",ACCOUNT_LOGIN_SECURITY,HIGH,"Account takeover/security issue."
272,6615,572090,"@SpotifyCares why did the student discount and Hulu get taken off my account and why did I get charged $9.99 for this month of Spotify?",FAMILY_STUDENT_PLANS,HIGH,"Student discount/Hulu benefit was removed; bundled student plan is central."
273,26122,1948782,"Others having trouble with holding subscription active? @spotifycares; ""seems your card or payment provider is having a bad day""",PAYMENT_BILLING,HIGH,"Payment provider/card issue affecting subscription renewal."
274,34420,2404040,"@SpotifyCares I promise you i don’t listen to Lil Pump and Xxxtentacion",FEATURE_REQUEST,MEDIUM,"Likely feedback/request concerning unwanted recommendations; context is limited."
275,12259,995617,"@115888 when will spotfiy come to more countries?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Service availability by country."
276,40673,2848320,"@SpotifyCares However, if I’m playing music and open snapchat, it stops too and won’t reply. I have to open Spotify, and cold reboot the app by holding the power button until the power off sign and then the home button.",APP_TECHNICAL_ISSUE,HIGH,"App stops functioning when another app is opened; technical multitasking issue."
277,40421,2824398,"@SpotifyCares I already tried this trial deal, and ever since it ran out Im having 4-5 ads them a song then another chain of ads. Not the way it should work. And on top of it, when I listen to ads that should give 30 min ad free, I still get ads after. Horrible experience so far.",ADS_FREE_TIER,HIGH,"Excessive ads and failure of an ad-free reward."
278,41816,89502,"@SpotifyCares It’s been over a year since Lemonade came out. No more “looking into it” 🍋",MUSIC_CONTENT_AVAILABILITY,MEDIUM,"Likely refers to unavailable music content; limited context."
279,22323,1802990,"@SpotifyCares can't login now because I set the app to offline mode before the update... Hitting connect won't do anything 😱 https://t.co/fPMcnCsMx4",ACCOUNT_LOGIN_SECURITY,HIGH,"Unable to log in/connect after offline mode."
280,8429,381244,"@115888 is there not another way to get this without using a card?",PAYMENT_BILLING,HIGH,"Question about alternative payment methods."
281,36147,2536593,"Is there a way to make a playlist that is the mutually liked recommendations from two different @115888 accounts? @721583 (for marital harmony on long car journeys. Like a Venn diagram of discover weeklies)",FEATURE_REQUEST,HIGH,"Requests a shared/recombined playlist recommendation feature."
282,42581,2942686,"@SpotifyCares @115888 None of my saved albums will play... Have had these kind of issues for weeks now.",PLAYBACK_ISSUE,HIGH,"Saved albums fail to play."
283,35958,2517271,"The new MacOS High Sierra update has broke the media controls on my MBPro keyboard - they no longer function?! @SpotifyCares @AppleSupport",APP_TECHNICAL_ISSUE,HIGH,"Media-control integration is broken after OS update."
284,19219,1583980,"@117153 I cant open Weekly Radio on @115888 Can you help me? i think this is so vital problem for me..",APP_TECHNICAL_ISSUE,HIGH,"A Spotify feature (Weekly Radio) cannot be opened."
285,30439,2175372,"look spotify you can not just remove one man army from my downloads",DOWNLOAD_OFFLINE,HIGH,"Downloaded/offline content was removed."
286,7192,468357,"@117153 I lost my premium. Help me...",PREMIUM_SUBSCRIPTION,HIGH,"Premium subscription was lost."
287,3369,307680,"@SpotifyCares @115888 But from the @118117 app I can see @115888 and resume listening This is frequent Now the ""connect to device"" is back to normal",APP_TECHNICAL_ISSUE,MEDIUM,"Device-connect functionality had been malfunctioning."
288,38967,2736555,"@SpotifyCares I have a premium account with spotify that's connected to a fb account I can no longer retrieve. I'd like to either cancel premium on this and make a new account, or preferably, and if at all possible, modify my current one to where I can use it without fb.",ACCOUNT_LOGIN_SECURITY,HIGH,"Cannot access the linked Facebook account and wants to regain account access."
289,5835,514134,"@115888 it isn't 1990 and you're not playing cd's. STOP SKIPPING!",PLAYBACK_ISSUE,HIGH,"Music playback is skipping."
290,43201,2987401,"@SpotifyCares Hey Guys, my family members cannot seem to be added to the Familly subscription. I have re-nominated them but it doesnt work.",FAMILY_STUDENT_PLANS,HIGH,"Family members cannot be added."
291,14403,1162391,"@115888 hi there, can you tell me why an album downloaded in my Premium account will not play?",DOWNLOAD_OFFLINE,HIGH,"Downloaded album cannot be played offline."
292,38289,2680430,"Wish @115888 were actually able to make a music streaming app that doesn't crash 17273737 times a day",APP_TECHNICAL_ISSUE,HIGH,"App crashes frequently."
293,6205,555498,"@115888 why do you the right to delete all my saved playlists. 😡🤬😡🤬. Subscription cancelled 👋",PLAYLIST_LIBRARY,HIGH,"Saved playlists were deleted."
294,12448,1016885,"@SpotifyCares No dices. Tryed that allready",GENERAL_OTHER,LOW,"Insufficient context."
295,27482,2011755,"@SpotifyCares Like i says im in the gym when i use Spotify. So im listening to stuff and i dont mind the odd advert. But its become more than music. 😤",ADS_FREE_TIER,HIGH,"Complaint about excessive advertising."
296,15696,1257211,"@115888 ????? I travel between 2 countries every single day for school..... WHY CANT I USE SPOTIFY https://t.co/YR7kDT7Kgs",MUSIC_CONTENT_AVAILABILITY,HIGH,"Service/location availability problem."
297,15020,1214639,"@115888 @117153 @SpotifyCares you guys gotta update the Android version. Every time #Spotify is in the background it stops working.",APP_TECHNICAL_ISSUE,HIGH,"Android app stops functioning in the background."
298,37592,2621381,"@SpotifyCares I've been trying that. I even follow, and unfollow, saved, and unsaved a track.",GENERAL_OTHER,LOW,"Troubleshooting actions are stated without the underlying issue."
299,19934,1655982,"@SpotifyCares Hey! 1.0.65.320.gac7a8e02 on PC/Windows 7. It says ""this song is not available"" for every track by Frank Ocean and King Krule.",MUSIC_CONTENT_AVAILABILITY,HIGH,"Songs are explicitly reported as unavailable."
300,16034,1277319,"@SpotifyCares Tried and still got this :( https://t.co/dui3kzvZAP",GENERAL_OTHER,LOW,"Insufficient context; screenshot/link does not reveal the issue here."
301,13789,1111323,"@SpotifyCares Can you explain how linking me spotify premium answers my question lol",GENERAL_OTHER,MEDIUM,"Support-response complaint without a clearly stated underlying issue."
302,22032,1793512,"@115888 if I have to re download songs one more time I’m canceling my membership",DOWNLOAD_OFFLINE,HIGH,"Repeated need to redownload songs indicates offline downloads problem."
303,27299,2001682,"@SpotifyCares Planning to release an iPhone X update for the app?",APP_TECHNICAL_ISSUE,HIGH,"Asks about device-specific app support/update."
304,713,70700,"@125633 @115888 @SpotifyCares allow us to purchase a download to the music in your catalogue. This will help you ""make a profit""",FEATURE_REQUEST,HIGH,"Requests ability to purchase/download music."
305,21465,1771360,"Turns out @115888’s family plan only works if you’re under the same roof, bc no one on earth doesn’t live with their family @SpotifyCares",FAMILY_STUDENT_PLANS,HIGH,"Family-plan household/location eligibility issue."
306,23642,1852014,"@SpotifyCares Cool, thanks! Just submitted this suggestion for desktop notifications https://t.co/ZXsyqEcb7H can I get a rt? 🤓",FEATURE_REQUEST,HIGH,"Explicitly submits a feature suggestion for desktop notifications."
307,42296,2921971,"I still wish the @115888 iPad app was more like the desktop version and not the phone version. It just looks and feels really bad to use. Not how you make a tablet app at all.",APP_TECHNICAL_ISSUE,HIGH,"iPad app UI/design is poor or unsuitable."
308,5512,496133,"@116130 sent you a DM received an email that looks like a scam pretending to be you?",ACCOUNT_LOGIN_SECURITY,MEDIUM,"Potential account/security phishing concern."
309,6724,576176,"@137949 @SpotifyCares Has a recent update broken playing Spotify on a Sonos Play1 using Spotify Connect from the Spotify app? #whoistoblame",APP_TECHNICAL_ISSUE,HIGH,"Spotify Connect/Sonos integration may be broken after an update."
310,13517,1096821,"@115888 I just started the premium 30-day trial. When I signed-in in my iphone it said 7-day trial. How long does this actually last?",PREMIUM_SUBSCRIPTION,HIGH,"Premium trial duration/status question."
311,30215,2155141,"Why does @115888 make it so hard to upgrade your subscription?! You'd think it's under ""Subscription"".",PREMIUM_SUBSCRIPTION,HIGH,"Problem navigating/upgrading the Premium subscription."
312,20014,1659863,"@SpotifyCares An uninstalled/reinstalled app fixed it, and everything is back to normal. Please don't let that become the new normal!",APP_TECHNICAL_ISSUE,MEDIUM,"Underlying issue was an app problem resolved by reinstalling."
313,24241,1870663,"Again, @115888 lost all my saved music. And since I’m on the subway I don’t have a steady internet connection to redownload.",PLAYLIST_LIBRARY,HIGH,"Saved music/library disappeared; offline limitation is secondary."
314,7387,381242,"@115888 paano ba to?",GENERAL_OTHER,LOW,"Insufficient context; generic question."
